Model,TBS2074B
Firmware Version,v1.31.16

Point Format,Y,,,,Point Format,Y
Horizontal Units,S,,,,Horizontal Units,S
Horizontal Scale,2e-05,,,,Horizontal Scale,0.0002
Sample Interval,0,,,,Sample Interval,1.6e-06
Filter Frequency,2e+08,,,,Filter Frequency,2e+08
Record Length,2000,,,,Record Length,2000
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,1,1,,Probe Attenuation,1
Vertical Units,V,V,V,,Vertical Units,V
Vertical Offset,0,0,0,,Vertical Offset,0
Vertical Scale,1,1,1,,Vertical Scale,0.02
Label,,,,,Label,
TIME,CH1,CH2,CH3,,TIME,REF1
-5.00000000000e-04,-3.44,-5,2.88,,3.510e-03,0.0284
-5.00000000000e-04,-3.84,-5,2.88,,3.512e-03,0.0292
-5.00000000000e-04,-4.16,-5,2.84,,3.514e-03,0.0292
-5.00000000000e-04,-4.4,-5,2.84,,3.515e-03,0.0292
-5.00000000000e-04,-4.56,-5,2.88,,3.517e-03,0.0292
-5.00000000000e-04,-4.68,-4.96,2.88,,3.518e-03,0.0284
-5.00000000000e-04,-4.76,-4.96,2.88,,3.520e-03,0.0284
-5.00000000000e-04,-4.8,-4.96,2.84,,3.522e-03,0.0284
-5.00000000000e-04,-4.88,-4.92,2.88,,3.523e-03,0.0284
-5.00000000000e-04,-4.88,-4.92,2.88,,3.525e-03,0.0284
-5.00000000000e-04,-4.92,-4.92,2.88,,3.526e-03,0.0284
-5.00000000000e-04,-4.92,-4.88,2.84,,3.528e-03,0.0284
-5.00000000000e-04,-4.96,-4.88,2.84,,3.530e-03,0.0284
-5.00000000000e-04,-4.96,-4.88,2.88,,3.531e-03,0.0292
-5.00000000000e-04,-4.96,-4.84,2.88,,3.533e-03,0.0284
-5.00000000000e-04,-4.96,-4.84,2.84,,3.534e-03,0.0284
-5.00000000000e-04,-4.96,-4.84,2.88,,3.536e-03,0.0276
-5.00000000000e-04,-5,-4.8,2.88,,3.538e-03,0.0284
-5.00000000000e-04,-5,-4.8,2.88,,3.539e-03,0.0284
-5.00000000000e-04,-5,-4.76,2.88,,3.541e-03,0.0284
-5.00000000000e-04,-5,-4.76,2.88,,3.542e-03,0.0284
-5.00000000000e-04,-5,-4.72,2.88,,3.544e-03,0.0284
-5.00000000000e-04,-5,-4.68,2.88,,3.546e-03,0.0284
-5.00000000000e-04,-5,-4.68,2.88,,3.547e-03,0.0284
-5.00000000000e-04,-5,-4.6,2.88,,3.549e-03,0.0284
-5.00000000000e-04,-5,-4.52,2.88,,3.550e-03,0.0284
-5.00000000000e-04,-5,-4.48,2.88,,3.552e-03,0.0284
-5.00000000000e-04,-5,-4.32,2.88,,3.554e-03,0.0276
-5.00000000000e-04,-5,-4.24,2.88,,3.555e-03,0.0284
-5.00000000000e-04,-5,-4.12,2.88,,3.557e-03,0.0284
-5.00000000000e-04,-5,-4,2.88,,3.558e-03,0.0284
-5.00000000000e-04,-5,-3.84,2.88,,3.560e-03,0.0276
-5.00000000000e-04,-5,-3.68,2.88,,3.562e-03,0.0284
-5.00000000000e-04,-5,-3.48,2.88,,3.563e-03,0.0284
-5.00000000000e-04,-5,-3.32,2.88,,3.565e-03,0.0284
-5.00000000000e-04,-5,-3.12,2.88,,3.566e-03,0.0284
-5.00000000000e-04,-5,-2.96,2.88,,3.568e-03,0.0284
-5.00000000000e-04,-5,-2.8,2.88,,3.570e-03,0.0284
-5.00000000000e-04,-5,-2.68,2.88,,3.571e-03,0.0284
-5.00000000000e-04,-5,-2.56,2.88,,3.573e-03,0.0284
-5.00000000000e-04,-5,-2.52,2.88,,3.574e-03,0.0284
-5.00000000000e-04,-5,-2.48,2.88,,3.576e-03,0.0284
-5.00000000000e-04,-5,-2.48,2.88,,3.578e-03,0.0276
-5.00000000000e-04,-5,-2.52,2.88,,3.579e-03,0.0284
-5.00000000000e-04,-5,-2.52,2.88,,3.581e-03,0.0284
-5.00000000000e-04,-5,-2.6,2.88,,3.582e-03,0.0284
-5.00000000000e-04,-5,-2.64,2.88,,3.584e-03,0.0276
-5.00000000000e-04,-5,-2.76,2.88,,3.586e-03,0.0284
-5.00000000000e-04,-5,-2.88,2.88,,3.587e-03,0.0276
-5.00000000000e-04,-5,-3,2.88,,3.589e-03,0.0284
-5.00000000000e-04,-5,-3.08,2.88,,3.590e-03,0.0284
-5.00000000000e-04,-5,-3.16,2.88,,3.592e-03,0.0276
-5.00000000000e-04,-5,-3.28,2.88,,3.594e-03,0.0284
-5.00000000000e-04,-5,-3.36,2.88,,3.595e-03,0.0276
-5.00000000000e-04,-5,-3.44,2.88,,3.597e-03,0.0284
-5.00000000000e-04,-5,-3.48,2.88,,3.598e-03,0.0276
-5.00000000000e-04,-5,-3.56,2.88,,3.600e-03,0.0276
-5.00000000000e-04,-5,-3.56,2.88,,3.602e-03,0.0284
-5.00000000000e-04,-5,-3.56,2.88,,3.603e-03,0.0284
-5.00000000000e-04,-5,-3.56,2.88,,3.605e-03,0.0276
-5.00000000000e-04,-5,-3.56,2.88,,3.606e-03,0.0284
-5.00000000000e-04,-5,-3.48,2.88,,3.608e-03,0.0276
-5.00000000000e-04,-5,-3.44,2.88,,3.610e-03,0.0276
-5.00000000000e-04,-5,-3.36,2.88,,3.611e-03,0.0276
-5.00000000000e-04,-5,-3.24,2.88,,3.613e-03,0.0276
-5.00000000000e-04,-5,-3.12,2.88,,3.614e-03,0.0276
-5.00000000000e-04,-5,-3,2.88,,3.616e-03,0.0284
-5.00000000000e-04,-5,-2.88,2.88,,3.618e-03,0.0284
-5.00000000000e-04,-5,-2.76,2.88,,3.619e-03,0.0276
-5.00000000000e-04,-5,-2.64,2.88,,3.621e-03,0.0276
-5.00000000000e-04,-5,-2.56,2.88,,3.622e-03,0.0276
-5.00000000000e-04,-5,-2.52,2.88,,3.624e-03,0.0276
-5.00000000000e-04,-5,-2.48,2.88,,3.626e-03,0.0276
-5.00000000000e-04,-5,-2.48,2.88,,3.627e-03,0.0276
-5.00000000000e-04,-4.96,-2.52,2.88,,3.629e-03,0.0276
-5.00000000000e-04,-5,-2.56,2.88,,3.630e-03,0.0276
-5.00000000000e-04,-5,-2.64,2.88,,3.632e-03,0.0276
-5.00000000000e-04,-5,-2.8,2.88,,3.634e-03,0.0268
-5.00000000000e-04,-5,-2.92,2.84,,3.635e-03,0.0276
-5.00000000000e-04,-5,-3.04,2.88,,3.637e-03,0.0276
-5.00000000000e-04,-5,-3.2,2.88,,3.638e-03,0.0276
-5.00000000000e-04,-5,-3.36,2.88,,3.640e-03,0.0276
-5.00000000000e-04,-5,-3.48,2.88,,3.642e-03,0.0276
-5.00000000000e-04,-5,-3.64,2.88,,3.643e-03,0.0276
-5.00000000000e-04,-5,-3.8,2.88,,3.645e-03,0.0268
-5.00000000000e-04,-5,-3.96,2.88,,3.646e-03,0.0276
-5.00000000000e-04,-5,-4.12,2.88,,3.648e-03,0.0276
-5.00000000000e-04,-5,-4.24,2.88,,3.650e-03,0.0276
-5.00000000000e-04,-5,-4.36,2.84,,3.651e-03,0.0276
-5.00000000000e-04,-5,-4.48,2.88,,3.653e-03,0.0268
-5.00000000000e-04,-5,-4.6,2.88,,3.654e-03,0.0268
-5.00000000000e-04,-5,-4.68,2.88,,3.656e-03,0.0268
-5.00000000000e-04,-5,-4.8,2.88,,3.658e-03,0.0268
-5.00000000000e-04,-5,-4.88,2.88,,3.659e-03,0.0276
-5.00000000000e-04,-5,-5,2.88,,3.661e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.662e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.664e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.666e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.667e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.84,,3.669e-03,0.0276
-5.00000000000e-04,-5,-5.08,2.88,,3.670e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.672e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.674e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.675e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.677e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.678e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.680e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.682e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.683e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.685e-03,0.0268
-5.00000000000e-04,-5.04,-5.08,2.88,,3.686e-03,0.0268
-5.00000000000e-04,-4.96,-5.08,2.88,,3.688e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.690e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.691e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.84,,3.693e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.694e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.696e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.698e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.699e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.701e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.702e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.704e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.706e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.707e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.709e-03,0.0268
-5.00000000000e-04,-4.96,-5.08,2.84,,3.710e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.712e-03,0.0268
-5.00000000000e-04,-4.96,-5.08,2.88,,3.714e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.715e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.717e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.718e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.720e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.722e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.723e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.725e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.726e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.728e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.730e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.731e-03,0.026
-5.00000000000e-04,-5,-5.08,2.92,,3.733e-03,0.0268
-5.00000000000e-04,-5,-5.08,2.88,,3.734e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.736e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.738e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.739e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.741e-03,0.026
-5.00000000000e-04,-5,-5.08,2.92,,3.742e-03,0.026
-5.00000000000e-04,-5,-5.08,2.92,,3.744e-03,0.026
-5.00000000000e-04,-5,-5.08,2.92,,3.746e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.747e-03,0.026
-5.00000000000e-04,-5,-5.08,2.92,,3.749e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.750e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.752e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.754e-03,0.026
-5.00000000000e-04,-5.04,-5.08,2.92,,3.755e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.757e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.758e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.760e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.762e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.763e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.765e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.766e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.768e-03,0.026
-5.00000000000e-04,-5,-5.08,2.92,,3.770e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.771e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.773e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.774e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.776e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.778e-03,0.026
-5.00000000000e-04,-5,-5.08,2.92,,3.779e-03,0.026
-5.00000000000e-04,-5,-5.08,2.92,,3.781e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.782e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.784e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.786e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.787e-03,0.026
-5.00000000000e-04,-5,-5.08,2.92,,3.789e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.790e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.792e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.794e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.795e-03,0.026
-5.00000000000e-04,-5,-5.08,2.92,,3.797e-03,0.026
-5.00000000000e-04,-5,-5.08,2.92,,3.798e-03,0.026
-5.00000000000e-04,-5,-5.08,2.88,,3.800e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.802e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.803e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.805e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.806e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.808e-03,0.0252
-5.00000000000e-04,-4.96,-5.08,2.92,,3.810e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.811e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.813e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.814e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.816e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.818e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.819e-03,0.026
-5.00000000000e-04,-5,-5.08,2.92,,3.821e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.822e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.824e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.826e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.827e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.829e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.830e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.832e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.834e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.835e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.837e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.92,,3.838e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.92,,3.840e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.92,,3.842e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.843e-03,0.0252
-5.00000000000e-04,-4.96,-5.08,2.92,,3.845e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.92,,3.846e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.848e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.850e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.851e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.853e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.88,,3.854e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.856e-03,0.0244
-5.00000000000e-04,-4.96,-5.08,2.88,,3.858e-03,0.0252
-5.00000000000e-04,-5,-5.08,2.92,,3.859e-03,0.0244
-5.00000000000e-04,-4.96,-5.08,2.88,,3.861e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.862e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.864e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.866e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.867e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.92,,3.869e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.870e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.872e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.874e-03,0.0236
-5.00000000000e-04,-4.96,-5.08,2.88,,3.875e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.92,,3.877e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.92,,3.878e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.880e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.882e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.883e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.885e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.886e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.92,,3.888e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.890e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.92,,3.891e-03,0.0236
-5.00000000000e-04,-5,-5.08,2.92,,3.893e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.894e-03,0.0236
-5.00000000000e-04,-5,-5.08,2.92,,3.896e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.898e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.899e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.901e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.902e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.92,,3.904e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.906e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.907e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.92,,3.909e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.910e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.912e-03,0.0236
-5.00000000000e-04,-4.96,-5.08,2.88,,3.914e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.915e-03,0.0236
-5.00000000000e-04,-5,-5.08,2.92,,3.917e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.918e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.920e-03,0.0236
-5.00000000000e-04,-5,-5.08,2.88,,3.922e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.923e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.925e-03,0.0244
-5.00000000000e-04,-5.04,-5.08,2.88,,3.926e-03,0.0236
-5.00000000000e-04,-5,-5.08,2.88,,3.928e-03,0.0236
-5.00000000000e-04,-5,-5.08,2.88,,3.930e-03,0.0244
-5.00000000000e-04,-4.96,-5.08,2.88,,3.931e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.933e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.934e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.936e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.938e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.939e-03,0.0236
-5.00000000000e-04,-5,-5.08,2.88,,3.941e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.942e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.944e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.946e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.947e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.949e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.950e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.952e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.954e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.955e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.957e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.958e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.960e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.962e-03,0.0236
-5.00000000000e-04,-5,-5.08,2.88,,3.963e-03,0.0236
-5.00000000000e-04,-5,-5.08,2.88,,3.965e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.966e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.968e-03,0.0236
-5.00000000000e-04,-5,-5.08,2.88,,3.970e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.971e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.973e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.974e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.976e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.978e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.979e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.981e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.982e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.84,,3.984e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.986e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.987e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.989e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.990e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.992e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.994e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.995e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.997e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,3.998e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,4.000e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,4.002e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,4.003e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,4.005e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,4.006e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,4.008e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,4.010e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,4.011e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,4.013e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,4.014e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,4.016e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,4.018e-03,0.0244
-5.00000000000e-04,-4.96,-5.08,2.88,,4.019e-03,0.0244
-5.00000000000e-04,-5,-5.08,2.88,,4.021e-03,0.0244
-5.00000000000e-04,-5,-5.04,2.88,,4.022e-03,0.0244
-5.00000000000e-04,-5,-4.88,2.88,,4.024e-03,0.0244
-5.00000000000e-04,-5,-4.72,2.88,,4.026e-03,0.0244
-5.00000000000e-04,-5,-4.52,2.88,,4.027e-03,0.0244
-5.00000000000e-04,-5,-4.32,2.88,,4.029e-03,0.0244
-5.00000000000e-04,-5,-4.08,2.88,,4.030e-03,0.0244
-5.00000000000e-04,-5,-3.88,2.88,,4.032e-03,0.0244
-5.00000000000e-04,-5,-3.68,2.88,,4.034e-03,0.0252
-5.00000000000e-04,-5,-3.44,2.88,,4.035e-03,0.0244
-5.00000000000e-04,-5,-3.28,2.88,,4.037e-03,0.0252
-5.00000000000e-04,-5,-3.12,2.88,,4.038e-03,0.0252
-5.00000000000e-04,-5,-2.96,2.88,,4.040e-03,0.0244
-5.00000000000e-04,-5,-2.88,2.88,,4.042e-03,0.0244
-5.00000000000e-04,-5,-2.8,2.88,,4.043e-03,0.0252
-5.00000000000e-04,-5,-2.8,2.88,,4.045e-03,0.0244
-5.00000000000e-04,-5,-2.8,2.88,,4.046e-03,0.0244
-5.00000000000e-04,-5,-2.88,2.88,,4.048e-03,0.0244
-5.00000000000e-04,-5,-2.92,2.88,,4.050e-03,0.0244
-5.00000000000e-04,-5,-3,2.88,,4.051e-03,0.0252
-5.00000000000e-04,-5,-3.08,2.88,,4.053e-03,0.0252
-5.00000000000e-04,-5,-3.16,2.88,,4.054e-03,0.0252
-5.00000000000e-04,-4.96,-3.24,2.88,,4.056e-03,0.0252
-5.00000000000e-04,-5,-3.32,2.88,,4.058e-03,0.0252
-5.00000000000e-04,-5,-3.4,2.88,,4.059e-03,0.0252
-5.00000000000e-04,-5,-3.44,2.88,,4.061e-03,0.0252
-5.00000000000e-04,-5,-3.48,2.88,,4.062e-03,0.0252
-5.00000000000e-04,-5,-3.52,2.88,,4.064e-03,0.0252
-5.00000000000e-04,-5,-3.52,2.88,,4.066e-03,0.0244
-5.00000000000e-04,-5,-3.52,2.88,,4.067e-03,0.0244
-5.00000000000e-04,-5,-3.44,2.88,,4.069e-03,0.0244
-5.00000000000e-04,-5,-3.36,2.88,,4.070e-03,0.0244
-5.00000000000e-04,-5,-3.28,2.88,,4.072e-03,0.0252
-5.00000000000e-04,-5,-3.16,2.88,,4.074e-03,0.0252
-5.00000000000e-04,-5.04,-3.04,2.84,,4.075e-03,0.0252
-5.00000000000e-04,-5,-2.88,2.88,,4.077e-03,0.0252
-5.00000000000e-04,-5,-2.76,2.88,,4.078e-03,0.0244
-5.00000000000e-04,-5,-2.64,2.88,,4.080e-03,0.0252
-5.00000000000e-04,-5,-2.56,2.88,,4.082e-03,0.0252
-5.00000000000e-04,-4.96,-2.48,2.88,,4.083e-03,0.0252
-5.00000000000e-04,-5,-2.48,2.88,,4.085e-03,0.0252
-5.00000000000e-04,-5,-2.44,2.88,,4.086e-03,0.0252
-5.00000000000e-04,-5,-2.44,2.84,,4.088e-03,0.0252
-5.00000000000e-04,-5,-2.52,2.88,,4.090e-03,0.0252
-5.00000000000e-04,-5,-2.52,2.88,,4.091e-03,0.0252
-5.00000000000e-04,-5,-2.6,2.88,,4.093e-03,0.0244
-5.00000000000e-04,-5,-2.72,2.84,,4.094e-03,0.0244
-5.00000000000e-04,-5,-2.8,2.84,,4.096e-03,0.0252
-5.00000000000e-04,-5,-2.92,2.84,,4.098e-03,0.0244
-5.00000000000e-04,-5,-3.04,2.88,,4.099e-03,0.0252
-5.00000000000e-04,-5,-3.16,2.84,,4.101e-03,0.0252
-5.00000000000e-04,-5,-3.28,2.88,,4.102e-03,0.0252
-5.00000000000e-04,-5,-3.36,2.84,,4.104e-03,0.0252
-5.00000000000e-04,-5,-3.48,2.88,,4.106e-03,0.0252
-5.00000000000e-04,-5,-3.56,2.88,,4.107e-03,0.0252
-5.00000000000e-04,-5,-3.68,2.88,,4.109e-03,0.0252
-5.00000000000e-04,-5.04,-3.76,2.84,,4.110e-03,0.0252
-5.00000000000e-04,-5,-3.84,2.88,,4.112e-03,0.0252
-5.00000000000e-04,-5,-3.88,2.88,,4.114e-03,0.0252
